decile,ret_open_to_open
0,-0.00040499851438031314
1,-0.0006338527395999155
2,-0.00011277124473838198
3,0.00014119596000905917
4,0.0007315092701849521
5,0.0005423064139698085
6,0.0008605909872906284
7,0.001041855093287384
8,0.0014237637376176256
9,0.0014999810591892241
