arm,seed,epochs,days,neutral_rank_ic,neutral_rank_ic_ir,long_short_sharpe,stress_ic_ir
clock240,20260823,3,241,0.029521718221733093,0.7220958730378708,8.543856325963672,0.44640784550133095
clock242,20260823,3,241,0.0291124381405493,0.7199254595406599,8.13425539254277,0.4427952728196703
