instrument,minute,cum
300393.SZ,209,0.02221641565448272
300393.SZ,210,0.020376488732475426
300393.SZ,211,0.02221641565448272
300393.SZ,212,0.020376488732475426
300393.SZ,213,0.02221641565448272
300393.SZ,214,0.020376488732475426
300393.SZ,215,0.0185331702381862
300393.SZ,216,0.0185331702381862
300393.SZ,217,0.020376488732475294
300393.SZ,218,0.01853317023818607
300393.SZ,219,0.020376488732475162
300393.SZ,220,0.020376488732475162
300393.SZ,221,0.018533170238185938
300393.SZ,222,0.016686447645021276
300393.SZ,223,0.018533170238185986
300393.SZ,224,0.018533170238185986
300393.SZ,225,0.016686447645021325
300393.SZ,226,0.020376488732475065
300393.SZ,227,0.01853317023818584
300393.SZ,228,0.01853317023818584
300393.SZ,229,0.020376488732474933
300393.SZ,230,0.020376488732474933
300393.SZ,231,0.020376488732474933
300393.SZ,232,0.01853317023818571
300393.SZ,233,0.01853317023818571
300393.SZ,234,0.01853317023818571
300393.SZ,235,0.016686447645021047
300393.SZ,236,0.016686447645021047
300393.SZ,237,0.016686447645021047
300393.SZ,238,0.016686447645021047
300393.SZ,239,0.016686447645021047
