seed,exposure,o2c_ic,o2c_ir,o2c_sharpe,o2c_stress_ic,o2c_stress_ir,o2c_days,o2o_ic,o2o_ir,o2o_sharpe,o2o_stress_ic,o2o_stress_ir,o2o_days
20260812,old,0.03811044004696808,0.8497884991169316,9.188166900097592,0.028030053984735105,0.7042185671742685,240,0.04498061342321986,0.8827340781330366,7.752447637036273,0.03343211548861672,0.6819124085271643,240
20260812,new,0.033093206096505075,0.8824433083577202,8.058657496182791,0.025841160540469428,0.6569782328347802,240,0.03785545934036598,0.8475671517926067,6.300409549816782,0.029640820144695577,0.6066274179900144,240
20260823,old,0.038122288954966874,0.7980415022007094,10.051115140223859,0.03053307897856484,0.6713336009958067,240,0.04560146077745184,0.9419372255034153,8.970184985499142,0.03368527497066245,0.7263448377536296,240
20260823,new,0.03337632360984331,0.8589197315573467,9.098824152874737,0.02901164335313461,0.6699802028027625,240,0.03900228827136641,0.9283578397815792,8.00705586110982,0.030193185076303815,0.6751623961525257,240
