frozen_candidates_before,selection,entry_passed_candidates,provisional_pool_count,pool_promoted,frozen_candidates_after
"self__FR-002,self__FR-004,self__FR-005,self__FR-006,self__FR-010,self__FR-011,self__FR-012,self__FR-013,self__FR-014,self__FR-015,self__HF-001,self__HF-003,self__INT-002,self__INT-003,self__OB-001,self__OB-003,self__OB-004,self__PV-003,self__PV-004,self__PV-005,self__PV-008,self__PV-009,self__PV-010,self__PV-011,self__PV-013,self__PV-014,self__PV-015,self__PV-016,self__PV-017,self__PV-019,self__PV-020,self__PV-021,self__PV-022,self__HF-004",residual_entry_only,,34,False,"self__FR-002,self__FR-004,self__FR-005,self__FR-006,self__FR-010,self__FR-011,self__FR-012,self__FR-013,self__FR-014,self__FR-015,self__HF-001,self__HF-003,self__INT-002,self__INT-003,self__OB-001,self__OB-003,self__OB-004,self__PV-003,self__PV-004,self__PV-005,self__PV-008,self__PV-009,self__PV-010,self__PV-011,self__PV-013,self__PV-014,self__PV-015,self__PV-016,self__PV-017,self__PV-019,self__PV-020,self__PV-021,self__PV-022,self__HF-004"
