date,return_date,quintile,mean_o2c_return,scored_stocks,candidate_stocks,five_group_mean,excess_return,cumulative_excess_pp
2025-07-15,2025-07-16,4,0.00430059015750885,200,200,0.0045848383235571975,-0.0002842481660483478,-2.1324072352590315
2025-07-16,2025-07-17,0,0.01209017276763916,200,200,0.010504682598102033,0.0015854901695371276,-5.023226642936563
2025-07-16,2025-07-17,1,0.014281534254550934,200,200,0.010504682598102033,0.0037768516564489017,3.2904794086778537
2025-07-16,2025-07-17,2,0.01227628945106238,199,200,0.010504682598102033,0.0017716068529603467,2.578043758919534
2025-07-16,2025-07-17,3,0.009565649032592773,200,200,0.010504682598102033,-0.0009390335655092598,1.9066022219419159
2025-07-16,2025-07-17,4,0.004309767484664917,200,200,0.010504682598102033,-0.006194915113437116,-2.7518987466027434
2025-07-17,2025-07-18,0,-0.00040279924869537356,200,200,0.000990405106664303,-0.0013932043553596765,-5.162547078472532
2025-07-17,2025-07-18,1,-0.001387978196144104,200,200,0.000990405106664303,-0.0023783833028084072,3.052641078397013
2025-07-17,2025-07-18,2,0.0016700865036279114,199,200,0.000990405106664303,0.0006796813969636084,2.6460118986158947
2025-07-17,2025-07-18,3,0.002603282630443573,200,200,0.000990405106664303,0.00161287752377927,2.0678899743198427
2025-07-17,2025-07-18,4,0.002469433844089508,200,200,0.000990405106664303,0.001479028737425205,-2.603995872860223
2025-07-18,2025-07-21,0,0.009424344079578342,199,200,0.009918582454698168,-0.0004942383751198268,-5.211970915984514
2025-07-18,2025-07-21,1,0.007902188301086426,200,200,0.009918582454698168,-0.0020163941536117426,2.851001663035839
2025-07-18,2025-07-21,2,0.010223257839679718,200,200,0.009918582454698168,0.00030467538498154915,2.6764794371140495
2025-07-18,2025-07-21,3,0.00945488452911377,200,200,0.009918582454698168,-0.0004636979255843981,2.021520181761403
2025-07-18,2025-07-21,4,0.012588237524032592,200,200,0.009918582454698168,0.0026696550693344236,-2.3370303659267804
2025-07-21,2025-07-22,0,0.0033353024721145628,200,200,0.005442552828609045,-0.002107250356494482,-5.422695951633962
2025-07-21,2025-07-22,1,0.0042745111575677765,199,200,0.005442552828609045,-0.0011680416710412684,2.7341974959317117
2025-07-21,2025-07-22,2,0.006184904277324677,200,200,0.005442552828609045,0.000742351448715632,2.750714581985613
2025-07-21,2025-07-22,3,0.004444670379161835,200,200,0.005442552828609045,-0.0009978824494472098,1.921731936816682
2025-07-21,2025-07-22,4,0.008973375856876374,200,200,0.005442552828609045,0.0035308230282673292,-1.9839480631000477
2025-07-22,2025-07-23,0,-0.010073547959327698,200,200,-0.005196502134129031,-0.004877045825198666,-5.910400534153829
2025-07-22,2025-07-23,1,-0.004444037079811097,200,200,-0.005196502134129031,0.0007524650543179346,2.8094440013635054
2025-07-22,2025-07-23,2,-0.0044643133129905815,199,200,-0.005196502134129031,0.0007321888211384497,2.823933464099458
2025-07-22,2025-07-23,3,-0.0033596622943878173,200,200,-0.005196502134129031,0.001836839839741214,2.1054159207908034
2025-07-22,2025-07-23,4,-0.00364095002412796,200,200,-0.005196502134129031,0.0015555521100010712,-1.8283928520999404
2025-07-23,2025-07-24,0,0.011307240128517151,200,200,0.014848949667197376,-0.003541709538680224,-6.2645714880218515
2025-07-23,2025-07-24,1,0.014948420226573944,200,200,0.014848949667197376,9.947055937656844e-05,2.819391057301162
2025-07-23,2025-07-24,2,0.014452513438373355,199,200,0.014848949667197376,-0.0003964362288240205,2.784289841217056
2025-07-23,2025-07-24,3,0.017764467895030975,200,200,0.014848949667197376,0.0029155182278336,2.396967743574163
2025-07-23,2025-07-24,4,0.015772106647491454,200,200,0.014848949667197376,0.0009231569802940782,-1.7360771540705324
2025-07-24,2025-07-25,0,-0.0033803874254226683,200,200,-0.000721455789091599,-0.0026589316363310692,-6.530464651654958
2025-07-24,2025-07-25,1,0.0020447617769241335,200,200,-0.000721455789091599,0.0027662175660157326,3.0960128139027354
2025-07-24,2025-07-25,2,0.0021541352248072025,199,200,-0.000721455789091599,0.0028755910138988016,3.0718489426069358
2025-07-24,2025-07-25,3,-0.0015542179346084595,200,200,-0.000721455789091599,-0.0008327621455168605,2.3136915290224773
2025-07-24,2025-07-25,4,-0.002871570587158203,200,200,-0.000721455789091599,-0.002150114798066604,-1.9510886338771933
2025-07-25,2025-07-28,0,0.00267374187707901,200,200,0.0011654511426561441,0.0015082907344228659,-6.379635578212671
2025-07-25,2025-07-28,1,0.0026191914081573485,200,200,0.0011654511426561441,0.0014537402655012044,3.241386840452856
2025-07-25,2025-07-28,2,0.0018171404474344685,199,200,0.0011654511426561441,0.0006516893047783243,3.1370178730847678
2025-07-25,2025-07-28,3,-0.0010523641109466554,200,200,0.0011654511426561441,-0.0022178152536027995,2.091910003662197
2025-07-25,2025-07-28,4,-0.00023045390844345093,200,200,0.0011654511426561441,-0.001395905051099595,-2.0906791389871526
2025-07-28,2025-07-29,0,0.011395290568845355,199,200,0.006072698786929624,0.005322591781915731,-5.847376400021098
2025-07-28,2025-07-29,1,0.008670952916145325,200,200,0.006072698786929624,0.002598254129215701,3.5012122533744257
2025-07-28,2025-07-29,2,0.006315780878067017,200,200,0.006072698786929624,0.00024308209113739227,3.1613260821985074
2025-07-28,2025-07-29,3,0.0025014349818229674,200,200,0.006072698786929624,-0.003571263805106657,1.7347836231515317
2025-07-28,2025-07-29,4,0.001480034589767456,200,200,0.006072698786929624,-0.004592664197162168,-2.5499455587033695
2025-07-29,2025-07-30,0,-0.00848413735628128,200,200,-0.0041933105650858666,-0.004290826791195413,-6.27645907914064
2025-07-29,2025-07-30,1,-0.005768131613731384,200,200,-0.0041933105650858666,-0.0015748210486455179,3.343730148509874
2025-07-29,2025-07-30,2,-0.005146748157002818,199,200,-0.0041933105650858666,-0.0009534375919169518,3.0659823230068124
2025-07-29,2025-07-30,3,-0.0025853899121284483,200,200,-0.0041933105650858666,0.0016079206529574183,1.8955756884472734
2025-07-29,2025-07-30,4,0.0010178542137145995,200,200,-0.0041933105650858666,0.005211164778800466,-2.0288290808233227
2025-07-30,2025-07-31,0,-0.007852957476323573,199,200,-0.007418710025710676,-0.0004342474506128973,-6.319883824201929
2025-07-30,2025-07-31,1,-0.008666967749595642,200,200,-0.007418710025710676,-0.0012482577238849659,3.2189043761213774
2025-07-30,2025-07-31,2,-0.004434214764503977,199,200,-0.007418710025710676,0.002984495261206699,3.364431849127482
2025-07-30,2025-07-31,3,-0.006100882589817047,200,200,-0.007418710025710676,0.001317827435893629,2.0273584320366362
2025-07-30,2025-07-31,4,-0.010038527548313142,200,200,-0.007418710025710676,-0.0026198175226024656,-2.2908108330835697
2025-07-31,2025-08-01,0,-0.0030265074968338014,200,200,0.0020211586008718864,-0.005047666097705688,-6.824650433972498
2025-07-31,2025-08-01,1,0.001884976327419281,200,200,0.0020211586008718864,-0.0001361822734526055,3.205286148776117
2025-07-31,2025-08-01,2,0.003260279720153042,199,200,0.0020211586008718864,0.0012391211192811554,3.4883439610555977
2025-07-31,2025-08-01,3,0.004191581904888153,200,200,0.0020211586008718864,0.0021704233040162665,2.244400762438263
2025-07-31,2025-08-01,4,0.0037954625487327575,200,200,0.0020211586008718864,0.001774303947860871,-2.1133804382974826
2025-08-01,2025-08-04,0,0.01719267576932907,200,200,0.014613299046629039,0.0025793767227000313,-6.566712761702495
2025-08-01,2025-08-04,1,0.015626640617847444,200,200,0.014613299046629039,0.0010133415712184051,3.3066203058979573
2025-08-01,2025-08-04,2,0.016231332891550494,199,200,0.014613299046629039,0.0016180338449214553,3.6501473455477433
2025-08-01,2025-08-04,3,0.01386385142803192,200,200,0.014613299046629039,-0.0007494476185971183,2.1694560005785513
2025-08-01,2025-08-04,4,0.01015199452638626,200,200,0.014613299046629039,-0.004461304520242779,-2.5595108903217603
2025-08-04,2025-08-05,0,0.004681512713432312,200,200,0.005453736493635417,-0.0007722237802031051,-6.643935139722805
2025-08-04,2025-08-05,1,0.006137636005878449,200,200,0.005453736493635417,0.0006838995122430318,3.375010257122261
2025-08-04,2025-08-05,2,0.005678544092417961,199,200,0.005453736493635417,0.000224807598782544,3.6726281054259977
2025-08-04,2025-08-05,3,0.004675352871417999,200,200,0.005453736493635417,-0.0007783836222174179,2.0916176383568095
2025-08-04,2025-08-05,4,0.006095636785030365,200,200,0.005453736493635417,0.000641900291394948,-2.4953208611822655
2025-08-05,2025-08-06,0,0.013032440543174744,200,200,0.009224020364596016,0.003808420178578728,-6.263093121864932
2025-08-05,2025-08-06,1,0.010369217693805695,200,200,0.009224020364596016,0.0011451973292096792,3.489529990043229
2025-08-05,2025-08-06,2,0.009228411032326857,199,200,0.009224020364596016,4.390667730841055e-06,3.673067172199082
2025-08-05,2025-08-06,3,0.006623131036758423,200,200,0.009224020364596016,-0.0026008893278375933,1.83152870557305
2025-08-05,2025-08-06,4,0.006866901516914368,200,200,0.009224020364596016,-0.002357118847681648,-2.73103274595043
2025-08-06,2025-08-07,0,-0.0004276403784751892,200,200,-0.0009296522251325635,0.0005020118466573743,-6.212891937199195
