strategy,scenario,start,end,days,average_one_way_turnover,annualized_return,sharpe,cagr,cumulative_return,max_drawdown,total_fees,terminal_residual_value
long_only_buffer_20_30,gross,2025-01-02,2026-08-28,402,0.44965351386474056,0.3187221166852395,1.7284132565608294,0.3516392605082015,0.6171642434553566,-0.11938705248841497,0.0,0.007799365140407276
long_only_buffer_20_30,fees_slip0,2025-01-02,2026-08-28,402,0.44948558112821263,0.19391003537223062,1.0526640276442825,0.19321467599200526,0.325514282213635,-0.15879578878235923,0.24207812348549762,0.006883031910295563
long_only_buffer_20_30,fees_slip2,2025-01-02,2026-08-28,402,0.4494253132441796,0.14854738280118532,0.8066794850444923,0.14033760564830877,0.23305351816452302,-0.17400407281690933,0.3177327217458662,0.0065766356582325535
long_only_buffer_20_30,fees_slip5,2025-01-02,2026-08-28,402,0.4493356449935351,0.08052560762417739,0.43750860249838497,0.06539002507521108,0.10632520944712187,-0.19629789047343382,0.42042540405155837,0.006142440672327038
