date,neutral_rank_ic
2024-01-02,0.06002439255064913
2024-01-03,0.0012333750135499193
2024-01-04,0.048013679081480666
2024-01-05,0.04067421779509993
2024-01-08,0.04047421190498997
2024-01-09,0.003440672032358759
2024-01-10,0.014887760273740787
2024-01-11,0.022078545874100512
2024-01-12,0.06160009138538222
2024-01-15,-0.04391611093662939
2024-01-16,-0.02889404782898778
2024-01-17,0.05743522079066945
2024-01-18,0.06212303996335913
2024-01-19,0.04441145500769109
2024-01-22,0.046188077947884564
2024-01-23,-0.0025319124204567036
2024-01-24,0.05864442877549626
2024-01-25,0.12237845830414401
2024-01-26,0.03300715207681736
2024-01-29,0.06645456877058321
2024-01-30,0.04976534365555422
2024-01-31,0.0257078227829442
2024-02-01,-0.002891236247196335
2024-02-02,0.021189875093937962
2024-02-05,0.010306890131209848
2024-02-06,0.050160840111989805
2024-02-07,0.0005287748936296962
2024-02-08,-0.05993915422844492
2024-02-19,-0.02343550615670736
2024-02-20,-0.005712187972017752
2024-02-21,0.04954579000431591
2024-02-22,0.06432599785612444
2024-02-23,0.08474613657026239
2024-02-26,0.03750482798014671
2024-02-27,0.0008491208822365973
2024-02-28,0.021467704111735243
2024-02-29,0.04920707806376514
2024-03-01,-0.020086392816976294
2024-03-04,0.043575319032856816
2024-03-05,0.03241365352701764
2024-03-06,0.025515601834899523
2024-03-07,0.07977193935412855
2024-03-08,0.04079570287326758
2024-03-11,-0.016062318941130124
2024-03-12,-0.012962768205569717
2024-03-13,0.09558332617503827
2024-03-14,0.03079214738154643
2024-03-15,0.029139533508118456
2024-03-18,0.09202412454073308
2024-03-19,0.0023957011490569205
2024-03-20,0.041875865568144044
2024-03-21,-0.04992571792514341
2024-03-22,0.038752445226023446
2024-03-25,-0.006809852755867987
2024-03-26,0.017685751012182387
2024-03-27,0.051415571965800294
2024-03-28,0.055997755698546196
2024-03-29,0.07962727679124515
2024-04-01,0.034193269312132554
2024-04-02,-0.016018167915287068
2024-04-03,0.031268031289982796
2024-04-08,0.07533961042052716
2024-04-09,0.028670766041867676
2024-04-10,0.0402220354909455
2024-04-11,0.07785072762389948
2024-04-12,0.004734967959482238
2024-04-15,-0.0035717621718182667
2024-04-16,-0.05377834142506757
2024-04-17,-0.013864949133622975
2024-04-18,-0.026335779662244315
2024-04-19,0.045634346148590806
2024-04-22,0.04126436205044821
2024-04-23,0.07353662753679154
2024-04-24,-0.02781585451989385
2024-04-25,0.07293552837495265
2024-04-26,0.02195069359396693
2024-04-29,0.09450806748317322
2024-04-30,0.0011093720791417105
2024-05-06,0.007428579379354749
2024-05-07,-0.011973411995233833
2024-05-08,-0.0035804404118090372
2024-05-09,0.023705031907512893
2024-05-10,0.02539959910636102
2024-05-13,0.023294534021285465
2024-05-14,0.09081448925983034
2024-05-15,-0.009200447627745224
2024-05-16,0.04565568751052982
2024-05-17,-0.020415255481311276
2024-05-20,0.11157225177897552
2024-05-21,0.0898379877156193
2024-05-22,0.03510814643832934
2024-05-23,0.0866550610785949
2024-05-24,0.007994347003439626
2024-05-27,-0.007127259648239549
2024-05-28,0.0003187645236523889
2024-05-29,0.047430458031808696
2024-05-30,0.05506579092199923
2024-05-31,0.012656622231592472
2024-06-03,0.054230265208701
2024-06-04,0.049251984221325894
2024-06-05,0.05478818606095423
2024-06-06,0.07912250689581442
2024-06-07,-0.053597488984787285
2024-06-11,0.04484763709615314
2024-06-12,0.06270922698596802
2024-06-13,0.015772856467759586
2024-06-14,0.05653714341135928
2024-06-17,-0.015580326001457296
2024-06-18,0.04269307562917836
2024-06-19,0.05638278087951495
2024-06-20,0.037357269259144746
2024-06-21,-0.004406333496503762
2024-06-24,-0.014394944957379219
2024-06-25,0.06149025162947548
2024-06-26,-0.00837796767118197
2024-06-27,0.03119699825153428
2024-06-28,0.04856438760593954
2024-07-01,0.01204906158495554
2024-07-02,0.036739798247662034
2024-07-03,0.0011388002324216277
2024-07-04,0.0205493446991279
2024-07-05,0.017813730779439187
2024-07-08,-0.016103434589998487
2024-07-09,-0.06316032245187599
2024-07-10,0.07623078905014403
2024-07-11,-0.006305173573254461
2024-07-12,0.037642470991262375
2024-07-15,0.04505559627615491
2024-07-16,0.03907317956021577
2024-07-17,0.05155745935992936
2024-07-18,0.04845061529835558
2024-07-19,0.020201307196204443
2024-07-22,-0.024600527630728817
2024-07-23,0.059689773792408564
2024-07-24,-0.0015951914867963041
2024-07-25,0.1024971005934177
2024-07-26,0.03282353465321845
2024-07-29,0.004297945452775902
2024-07-30,-0.0007134183122455684
2024-07-31,0.09181690206438867
2024-08-01,0.01812693997957251
2024-08-02,0.07596458862470938
2024-08-05,-0.01877224048486653
2024-08-06,0.04296338989714742
2024-08-07,0.030448345219092926
2024-08-08,0.052829793003008156
2024-08-09,-0.0004868909609830728
2024-08-12,0.07422941462054604
2024-08-13,0.061868764423299215
2024-08-14,0.01605792979299676
2024-08-15,0.03268533586347537
2024-08-16,0.05474038608926531
2024-08-19,0.05718132241996727
2024-08-20,0.01323398015791985
2024-08-21,0.042466287281084605
2024-08-22,0.020404258799338295
2024-08-23,0.0547501691450054
2024-08-26,0.011743907547728772
2024-08-27,-0.016262187939253082
2024-08-28,0.035542179635744194
2024-08-29,-0.017892097042793206
2024-08-30,-0.00219949724140403
2024-09-02,0.00251270452490317
2024-09-03,-0.1068011006125369
2024-09-04,0.06537995099718633
2024-09-05,0.05547898245555369
2024-09-06,0.007601761888965325
2024-09-09,0.05413590918683777
2024-09-10,-0.009437497344168154
2024-09-11,0.08596809214912207
2024-09-12,0.07035400802044063
2024-09-13,0.015280935996344553
2024-09-18,0.12859819542628018
2024-09-19,0.06885878210732425
2024-09-20,0.015767573776326704
2024-09-23,0.015324971072017876
2024-09-24,0.07298518002493404
2024-09-25,0.033691434117217464
2024-09-26,-0.05795063063198761
2024-09-27,0.1640859312497816
2024-09-30,0.018248236407363717
2024-10-08,0.1625719991052081
2024-10-09,0.02342277187086064
2024-10-10,0.0027101067832796676
2024-10-11,0.007250809907056458
2024-10-14,-0.06260381756280914
2024-10-15,-0.004876728354377269
2024-10-16,0.10241338883016983
2024-10-17,0.007241618762358862
2024-10-18,0.0063589780438831735
2024-10-21,0.03229046701745644
2024-10-22,0.04101893501458246
2024-10-23,0.05012618652750816
2024-10-24,0.011347429747986946
2024-10-25,0.0235740831750771
2024-10-28,0.024389896529040823
2024-10-29,0.060952836829954636
2024-10-30,0.038008845603838715
2024-10-31,0.044412736231881
2024-11-01,-0.0035950982651141447
2024-11-04,0.03595131028821107
2024-11-05,0.020074964840005302
2024-11-06,0.11716927187011375
2024-11-07,0.07003568628379123
2024-11-08,-0.018541041473682976
2024-11-11,0.008802455719818324
2024-11-12,0.03096150095159013
2024-11-13,0.09042573706375981
2024-11-14,0.0072180630270195275
2024-11-15,0.04123053951523708
2024-11-18,-0.06177321590336361
2024-11-19,0.03970614645224909
2024-11-20,0.07512125534038423
2024-11-21,0.005980362590359605
2024-11-22,0.023560709097357482
2024-11-25,0.060214503799375194
2024-11-26,0.018632537029495595
2024-11-27,0.04123472050459408
2024-11-28,0.034661653552050656
2024-11-29,0.054244118160770016
2024-12-02,0.05234750752109737
2024-12-03,0.02915464250468439
2024-12-04,0.03702816850720017
2024-12-05,0.1214743288525126
2024-12-06,0.021388644589408246
2024-12-09,0.018874606668402995
2024-12-10,0.014476695462297118
2024-12-11,-0.02994383378011555
2024-12-12,-0.026783075347224773
2024-12-13,0.07635203125707642
2024-12-16,-0.023151254168018262
2024-12-17,-0.017866334127130047
2024-12-18,0.026162282762946912
2024-12-19,-0.03239371671141181
2024-12-20,0.03623332610779063
2024-12-23,-0.03560503603090827
2024-12-24,0.02520048469613762
2024-12-25,-0.08251936206452334
2024-12-26,0.08859935642682853
2024-12-27,0.04894658057689737
2024-12-30,0.017401074300067727
