arm,rank_ic_mean,rank_ic_std,rank_ic_ir_mean,rank_ic_ir_std,long_short_sharpe_mean,long_short_sharpe_std,stress_ic_ir_mean,stress_ic_ir_std
baseline17,0.07213378121169876,0.0017641841543964084,1.5344723349595242,0.0600511945932831,13.252387760521898,0.29772473855462406,0.9378493053922944,0.07566403405375761
raw40,0.07301317900298394,0.0009207165256369875,1.461657591489302,0.11203806915126165,13.839482778696473,0.9815275188276227,0.8917713628900562,0.07499732765766554
