arm,group,depth,kernels,parameters,receptive_field,mean_minutes,peak_gpu_gib,rank_ic,rank_ic_seed_sd,rank_ic_ir,rank_ic_ir_seed_sd,long_short_sharpe,long_short_sharpe_seed_sd,stress_ic_ir,stress_ic_ir_seed_sd,delta_rank_ic,ci_low,ci_high,p_raw,p_holm,positive_seeds,conclusion
smooth_l1,baseline,3,3/15/60,217953,178,27.375868754378626,1.8083090782165527,0.025808932317031675,0.001365609544883137,0.5908599162535677,0.014399226899335841,5.857061386108398,0.12237029206263168,0.3322327049437743,0.042740462049438814,0.0,,,,,,重新训练的配对基线
l1,loss,3,3/15/60,217953,178,27.33139798483915,1.8083090782165527,0.025730688488794926,0.0012821953466907537,0.5887660028750211,0.010918711536254157,5.606949965159099,0.11301711820471062,0.33400229179681123,0.044485969084574806,-7.824382823674777e-05,-0.00030832583365954474,0.00016515450133239203,0.5183481651834817,1.0,1.0,现有实验不足以区分
l2_half,loss,3,3/15/60,217953,178,27.454710250451335,1.8083090782165527,0.025852768350009794,0.001305386347258139,0.5957618784531652,0.014314525887531935,5.791795253753662,0.3013275748833109,0.3403488170088871,0.033017327359273485,4.3836032978118634e-05,-0.0003548835223751145,0.00041459163447636133,0.818018198180182,1.0,3.0,现有实验不足以区分
