arm,seed,rank_ic,rank_ic_ir,long_short_sharpe,stress_ic_ir,parameter_count,receptive_field,elapsed_seconds,peak_cuda_allocated_bytes,peak_cuda_reserved_bytes,scored_days,scored_rows,stress_days,scoring_keys_hash,factor_sha256,prepared_sha256,daily_metrics_sha256
smooth_l1,20260801,0.024257485466831163,0.6048412303510112,5.934634685516357,0.2835711761819864,217953,178,1639.022312503308,1941624320,2579496960,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,292418b19fd369612158eab794b945a0781b09b547861f29ba0b8b3dafbca588,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,d394fc0acca79513b2891f8e0af6472689aad2df5dfacc06cf0e29113ec1bd3e
smooth_l1,20260812,0.026340424433065886,0.5760763215443724,5.715994358062744,0.3636900961651718,217953,178,1651.7626528255641,1941648896,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,d74b720edc40152149a921f1407f52585aceab8330acc8753879df91a9b0932b,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,acc0e45b92b926ac296c8a083f60c356c58c3b41550ad360142aa0a0a71282a2
smooth_l1,20260823,0.026828887051197972,0.5916621968653195,5.920555114746094,0.3494368424841648,217953,178,1636.87141045928,1941657088,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,f4a6049a04411de8b2f4356e715ac069d60d360b5a515a6e0c270722b12efbb5,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,62112c9c9bf661bf13906a1f8e37a3b73f92d557062748fe04fc10e443fcdb34
l1,20260801,0.024260881022250283,0.596345842443796,5.48394775390625,0.2836329781181926,217953,178,1610.5707763880491,1941624320,2579496960,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,2c5c785d23a72e38d40dc241a380df7a371875bc547c4388e30ddd1b0514ca16,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,c1e99e9a7d8d269570ef57bc59bd813cc9f1f4f01d94c1313a6feac518fcb897
l1,20260812,0.02631140267786067,0.5762509592694116,5.630692481994629,0.367916245575304,217953,178,1653.4553883075714,1941648896,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,ff5fb730610b2eaa423f43cb8d98748cf0e7310cd04f4d80779e9052ca32007b,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,eac0b3c2b7301cbb0bfc9138fafd6275cfbb613ccdfe53e0e973de656558cefb
l1,20260823,0.026619781766273828,0.5937012069118556,5.706209659576416,0.35045765169693704,217953,178,1655.625472575426,1941657088,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,a55335022dc6371483df3ddc1de8403929c416811dbdd2dc000ce5afd21e7073,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,c651bf0bc6e3d7f6457035cca7645b5a6d8b2df6f00f9f3b86c856e1c406bd46
l2_half,20260801,0.024371392593013505,0.607733038853318,5.474183559417725,0.3026306107183523,217953,178,1645.2630811557174,1941624320,2579496960,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,90994e8c9f63f66ad8facdc8426c36d2f256d1eb8a67feb1dfeb8af849b21f05,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,887d38ffd287fb9dd74a1e9bb8d48444cf5a4b7db0096f53e66b9b60d3f3adce
l2_half,20260812,0.02635225524271869,0.579905931472154,5.827554702758789,0.36401901063531616,217953,178,1642.103970874101,1941648896,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,129de0f02821701669d3000e9c801c4da16406cc32806582807a78f7c1b736e9,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,34374c73b43df9c5b8d35eafa9c4a8cb5b457fb91b03f633e41c36aaf6394334
l2_half,20260823,0.026834657214297182,0.5996466650340238,6.073647499084473,0.35439682967299285,217953,178,1654.4807930514216,1941657088,2434793472,241,240567,61,bbe80c2903012407b26f9b78e0dfc626381495d2e94b935a49b0302c444bc404,c5f7e0fa4bb30f664e8f1ff3a33e387f615a544e0e75100fde531c0e8f6bebad,6de00fb068502d54551086f3da09f77627ac85130bce606e9f82df7c09bde8e1,1063c250a5dbed8464f3f4e94c3b7c24442191b6c9afa71953dba251287be7d9
