passed,reasons,selection,retained_pending_candidates,frozen_candidates_after
True,,strict_trial_only,,"self__FR-002,self__FR-005,self__FR-006,self__FR-014,self__HF-001,self__HF-003,self__PV-003,self__PV-009,self__PV-014"
