frozen_candidates_before,selection,individual_passed_candidates,conditional_passed_candidates,provisional_pool_count,provisional_vs_screened_increment,provisional_vs_screened_passed,provisional_vs_frozen_increment,provisional_vs_frozen_passed,pool_promoted,frozen_candidates_after,validation_cache_hits,validation_cache_misses
,factorwise_then_conditional_forward,"self__FR-002,self__FR-003,self__FR-004,self__FR-005,self__FR-006,self__FR-010,self__FR-011,self__FR-012,self__FR-015,self__HF-002,self__HF-003,self__HF-004,self__OB-001,self__OB-003,self__PV-001,self__PV-004,self__PV-008,self__PV-010,self__PV-011,self__PV-013,self__PV-015,self__PV-019,self__PV-020,self__PV-022","self__PV-008,self__PV-019,self__FR-006,self__HF-004,self__PV-011",5,0.2662162162162163,True,0.2662162162162163,True,True,"self__PV-008,self__PV-019,self__FR-006,self__HF-004,self__PV-011",0,72
