frozen_candidates_before,individual_I_passed,individual_I_pending,forward_order,pending_I_passed,forward_I_rejected,provisional_pool_count,provisional_vs_screened_increment,provisional_vs_screened_passed,provisional_vs_frozen_increment,provisional_vs_frozen_passed,pool_promoted,frozen_candidates_after,validation_cache_hits,validation_cache_misses
"self__FR-002,self__FR-004,self__FR-005,self__FR-006,self__FR-012,self__OB-001,self__OB-003,self__PV-008,self__PV-009,self__PV-011,self__PV-013,self__PV-014,self__PV-019","self__FR-002,self__FR-004,self__FR-005,self__FR-006,self__FR-012,self__FR-015,self__HF-003,self__OB-001,self__OB-003,self__PV-008,self__PV-009,self__PV-011,self__PV-013,self__PV-014,self__PV-019,self__PV-022","self__FR-015,self__HF-003,self__PV-022","self__PV-022,self__HF-003,self__FR-015",,"self__PV-022,self__HF-003,self__FR-015",13,,True,,True,False,"self__FR-002,self__FR-004,self__FR-005,self__FR-006,self__FR-012,self__OB-001,self__OB-003,self__PV-008,self__PV-009,self__PV-011,self__PV-013,self__PV-014,self__PV-019",46,3
