experiment,method,period,variant,rank_ic_mean,rank_ic_ir,rank_ic_positive_rate,rank_ic_t_stat,group_monotonicity,long_short_mean,long_short_sharpe,long_short_max_drawdown,stress_ic_ir,up_market_ic,down_market_ic,observations
joint_lightgbm,lightgbm,validation_2022,raw_full,0.030666060891359145,0.2754309503178171,0.6115702479338843,4.284700039804438,0.8999999999999998,0.0016972725049587715,3.689972536695913,-0.05596141830010155,0.3308730968462961,0.02395192234599158,0.03783928583299117,242.0
joint_lightgbm,lightgbm,validation_2022,neutral_full,0.01676049547512562,0.25873991801376944,0.6239669421487604,4.02504851300613,0.9999999999999999,0.0010559943767559795,3.846809779677334,-0.02438205444306934,0.32500111687605165,0.015613789565421376,0.017985608626519038,242.0
joint_lightgbm,lightgbm,validation_2022,raw_tradable,0.03177709776028023,0.2766038980790676,0.6157024793388429,4.30294682475551,0.8999999999999998,0.001966766793110841,3.826080591499422,-0.06571510302904195,0.2297544308861055,0.023029200218496877,0.04193090740699306,242.0
joint_lightgbm,lightgbm,validation_2023,raw_full,0.027003418157400993,0.2153005077852007,0.5454545454545454,3.349289879052095,0.7,0.0006614746542358605,1.556167408909802,-0.08215836124159512,-0.04716459063329933,0.0325254504365405,0.02069950520156916,242.0
joint_lightgbm,lightgbm,validation_2023,neutral_full,0.022522352077074353,0.30629004583220426,0.6157024793388429,4.764754905193581,0.7,0.0007932118504561863,3.4438341757183375,-0.03381896666686357,0.10314777321083743,0.029277898757260983,0.014810267813852446,242.0
joint_lightgbm,lightgbm,validation_2023,raw_tradable,0.028766538297565893,0.22151294967890578,0.5702479338842975,3.4459327944489524,0.9999999999999999,0.0006108873789357238,1.2226437194828248,-0.09495213374519287,-0.07127943546276588,0.0360768345446409,0.02108453207182607,242.0
