baseline_a_proxy,augmented_a_proxy,delta_a_proxy,baseline_b_proxy,augmented_b_proxy,delta_b_proxy,baseline_score_proxy,augmented_score_proxy,delta_score_proxy,baseline_b_model_score,augmented_b_model_score,baseline_b_nonzero_window_ratio,augmented_b_nonzero_window_ratio,score_days,score_weight_windows,baseline_oos_rank_ic,augmented_oos_rank_ic,oos_rank_ic_increment,positive_score_years,score_years,positive_score_window_ratio,score_windows,passed,reasons,selected_candidate_count
0.972972972972973,1.0,0.027027027027026973,0.7837837837837838,1.0,0.21621621621621623,0.8405405405405405,1.0,0.1594594594594595,1.4371268703829252,3.7450147780782785,0.8709677419354839,1.0,670.0,31.0,0.06075212355536609,0.06970826515308526,0.008956141597719174,0.0,0.0,0.0,0.0,True,,40
