pending_candidates,candidate_gate_passed,provisional_pool_count,provisional_vs_screened_increment,provisional_vs_screened_passed,provisional_vs_frozen_increment,provisional_vs_frozen_positive_window_ratio,provisional_vs_frozen_positive_years,provisional_vs_frozen_passed,pool_promoted,frozen_candidates_after
"self__FR-012,self__INT-002,self__OB-003,self__PV-020,self__PV-021","self__OB-003,self__PV-020",11,0.007105848354638277,True,0.00018769004706063592,0.5,1.0,False,False,"self__FR-002,self__FR-004,self__FR-011,self__HF-002,self__PV-001,self__PV-002,self__PV-003,self__PV-006,self__PV-014"
