候选,天数,linear_N,linear_t,iso_cf_N,iso_cf_t
M_raw（完整双通路 s01）,240,0.04791339133438755,7.849397736176877,0.018244678030053828,2.757781489027128
Linear-85,240,0.04864745362953467,6.018106323585688,0.015136961306549455,1.6985300722092673
池内因子（应≈0）,240,-0.003343150425300261,-1.149473888848109,-0.0005250445613940604,-0.17660037448790009
纯噪声（应≈0）,240,0.00010568362098583873,0.057698842523478934,-5.001165918582448e-05,-0.027369265440885922
