候选,天数,linear_ric,linear_t,decile_ric,decile_t,isotonic_ric,isotonic_t
完整双通路 20260801,240,0.04791339133438755,7.849397736176877,0.04675607035608006,7.8028212392670175,0.02251574311734698,3.3910238569518554
完整双通路 20260812,240,0.04707619196024928,8.393140660668958,0.04593036092605455,8.362571515089408,0.022758789147160303,3.748988366617712
完整双通路 20260823,240,0.046217127518149284,8.5759374820256,0.04501404167743426,8.527375099851215,0.022140714466498554,3.79455966881598
完整双通路 20260904,240,0.04867228320311877,7.812295884927215,0.0474675544932555,7.78680021709128,0.02294044161417807,3.363664894395985
完整双通路 20260915,240,0.047356703448183816,7.873923607899276,0.046133597018172164,7.844083859479476,0.023504450427769615,3.6545403880889697
Linear-85（对照）,240,0.04864745362953467,6.018106323585688,0.047071047852020625,5.925626102154955,0.019686559998050156,2.201751434921026
池内因子（应≈0）,240,-0.003343150425300261,-1.149473888848109,-0.003037713037424906,-1.0454047484377589,-0.0010741159160164854,-0.3598971069603651
