arm,seed,rank_ic,rank_ic_ir,long_short_sharpe,stress_ic_ir,days,rows
baseline17,20260801,0.0236089827030686,0.5499034460268006,7.053461647143928,0.2844581565346936,241,240771
baseline17,20260812,0.02341966091722919,0.4882736512059343,6.570711238289109,0.26764368714639225,241,240771
baseline17,20260823,0.0245741329471138,0.5430501036713395,6.4449052564407,0.29036539215825385,241,240771
raw40,20260801,0.027809451317277543,0.5545587037106248,6.448692837527333,0.19622891355193656,241,240771
raw40,20260812,0.025816202000553342,0.47501525858819543,5.792661404231367,0.23346429163591298,241,240771
raw40,20260823,0.026660396015573195,0.5826035382131625,7.425768089347436,0.2550189110577831,241,240771
