arm,rank_ic_mean,rank_ic_std,rank_ic_ir_mean,rank_ic_ir_std,long_short_sharpe_mean,long_short_sharpe_std,stress_ic_ir_mean,stress_ic_ir_std
baseline17,0.0238675921891372,0.0006191611798715809,0.5270757336346915,0.03377785185541465,6.689692713957913,0.3212517141287803,0.2808224119464466,0.011789102963955302
raw40,0.026762016444468028,0.0010005027452895615,0.5373925001706609,0.05581055801680025,6.555707443702045,0.8217958722783569,0.22823737208187755,0.02974149403951708
