arm,seed,rank_ic,rank_ic_ir,long_short_sharpe,stress_ic_ir,days,rows
baseline17,20260801,0.07411024912474781,1.5968797104272265,13.529968712166559,1.0154319695215834,241,240771
baseline17,20260812,0.07071831585167139,1.4770935524310926,12.93795095991464,0.8642622304955211,241,240771
baseline17,20260823,0.0715727786586771,1.529443742020253,13.289243609484497,0.9338537161597784,241,240771
raw40,20260801,0.07403782159403305,1.506109125645067,14.581889930852057,0.9345206493931382,241,240771
raw40,20260812,0.0722552979570173,1.3342150255029657,12.726645879785163,0.8051742309294871,241,240771
raw40,20260823,0.07274641745790152,1.5446486233198735,14.209912525452202,0.9356192083475435,241,240771
