variant,neut_open_to_open,neut_open_to_open_ir,neut_sharpe_q5,neut_stress_ic,neut_stress_ir,days
daily6_s01,0.0379255732801473,0.6380605233909804,6.041385389066932,0.0323732689471501,0.5428754038363613,240
daily6_s12,0.0372531339196346,0.6280080474325869,5.5112750639957735,0.028985871779051,0.5028765053889407,240
daily6_s23,0.0418745279409515,0.6378828292706427,6.381652491411463,0.0325707181982585,0.5217650226147376,240
trade_s01,0.0370971784748405,0.6889676604143234,5.153547558510308,0.0290852153810115,0.5331063382078189,240
trade_s12,0.03413196694445417,0.7337583101777236,5.01874526538073,0.025531880535360308,0.47669598259272244,240
trade_s23,0.03978914070733835,0.7230996907142275,5.748094698244481,0.028385537490247657,0.5427776991405446,240
book_s01,0.04270889813780483,0.7108815110523671,4.994738404636318,0.03159171217491372,0.5321948007869598,240
